Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Lesotho,LSO,GDP at market prices (current US$),NY.GDP.MKTP.CD,34579308.41,35699286.01,41859162.82,47039059.22,51938961.22,54878902.42,56698866.02,59260814.78,61444771.1,65966680.67,68738625.23,76482102.91,80915831.92,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,326947872.5,355443856,302989222.5,247678018.6,290590809.6,369351669.9,429733890.5,451443169.3,544583156.2,608771230.9,720546984.6,721608470.8,755041117.5,859088528,815946782,859809027.8,819420074.9,801538587.4,771261707.8,706400239.3,656752929.1,969167237.3,1234215385,1368352570,1428852972,1597476793,1630672203,1711412960,2187482926,2523309140,2384043849,2218102350,2181300506,
Lithuania,LTU,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7870782261,8385109020,10120274493,11240360898,10972878636,11539211480,12252498921,14278357284,18802576988,22649930576,26125575942,30216060233,39738180077,47850551149,37440673478,37132564255,43505562065,42852204396,46412093986,48353937110,
Luxembourg,LUX,GDP at market prices (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1524197338,1587982584,1988356063,2728805216,3328712096,3265660305,3579594984,3961996736,4933558345,5768385938,6294122224,5283955997,4812039555,4730381933,4640690519,4785790611,6990250858,8700076499,9847344377,10495080569,13361108522,14464630124,16225873777,16651231110,18508451170,21803347564,21703979153,19526405503,20409248166,22343344130,21375345495,21052080537,23308582722,29206884876,34343804321,36977365999,41913561661,50323159047,55144865973,50386496249,52351655629,58697386711,55986712368,61794506556,64873963098,
Latvia,LVA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5785037079,5966697295,6522759497,7172336471,7530139323,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372,30241650060,31286809075,
"Macao SAR, China",MAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464924728,4581209814,5280184999,5868533724,6560637943,6628525683,6674545910,6186449842,5916920007,6101794939,6514271488,7008055493,7926414252,10258287502,11792517881,14568757217,18054581316,20731048491,21313219443,28359765190,36634780874,42991714540,51313531849,55501734046,
St. Martin (French part),MAF,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP at market prices (current US$),NY.GDP.MKTP.CD,2037154689,2025693487,2379611063,2657252509,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,21079357821,17108443052,17091648680,15642990733,14171045911,14294246249,18722705505,20656951247,24633853688,25271642769,28839382991,31014288011,32042164441,30137111517,34085406933,37183957845,41383907571,37263566705,40021760860,39734098976,37020609825,37724674865,40416114690,49822547627,56948015336,59523857868,65640092774,79041294874,92507257784,92897320376,93216746662,1.0137E+11,98266306615,1.07317E+11,1.10009E+11,
Monaco,MCO,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557245122,5350674803,6074884389,,,,
Moldova,MDA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3083333333,2320435308,2371711383,1702292856,1752975841,1695130457,1930071407,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988338439,3408272498,4401154128,6054806101,5439422031,5811604052,7015206498,7284686576,7985349731,7962423552,
Madagascar,MDG,GDP at market prices (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.9,759345863,802482182.9,833563472.2,900264583.7,956436931.1,1031669636,1056391055,1111859570,1199507630,1341590682,1653062347,1917508190,2283049233,2181844194,2358930406,2669755116,3463565881,4042139901,3594868208,3526198070,3511573992,2939485472,2857889712,3258288891,2565634382,2442507588,2498059015,3081479800,2653141959,3024459564,3370842211,2977040722,3159901232,3995028593,3545776697,3738704468,3717515283,3877673539,4529575348,4397254608,5474030080,4363934494,5039293031,5515884349,7342923489,9413002921,8550363975,8729936136,9892702358,9919780071,10613473833,10593147381,
Maldives,MDV,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,884276168.3,910864151.8,1043403341,1202240024,1119806502,1474698126,1745998940,2117773601,2166330189,2323401759,2449576518,2514041557,2790659901,3061829145,
Middle East & North Africa (all income levels),MEA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,31915490927,35602315544,39697600073,46470566636,56570866985,76263528429,1.38941E+11,1.52609E+11,1.90532E+11,2.20673E+11,2.34725E+11,3.06912E+11,3.97747E+11,4.11176E+11,4.08925E+11,4.15147E+11,4.21108E+11,4.27165E+11,4.36368E+11,4.03788E+11,4.0075E+11,4.13495E+11,5.41195E+11,5.42082E+11,5.89558E+11,5.93547E+11,6.18062E+11,7.04225E+11,7.97835E+11,8.27781E+11,8.04608E+11,8.62172E+11,9.61691E+11,9.6525E+11,9.61443E+11,1.08275E+12,1.25878E+12,1.51713E+12,1.77627E+12,2.1104E+12,2.63634E+12,2.35079E+12,2.73646E+12,3.28017E+12,3.55002E+12,3.57659E+12,3.52009E+12,
Mexico,MEX,GDP at market prices (current US$),NY.GDP.MKTP.CD,13056164925,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.65281E+11,1.04312E+12,1.10128E+12,8.93369E+11,1.04993E+12,1.16936E+12,1.1845E+12,1.25877E+12,1.29469E+12,
Marshall Islands,MHL,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137744500,143656582.8,150071644.8,152793449.1,152130186,163803078.3,172861423.4,184439555.5,190180248.3,186716625.8,
Middle income,MIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,2.252E+11,2.16047E+11,2.24736E+11,2.48423E+11,2.78432E+11,3.07122E+11,3.17193E+11,3.32268E+11,3.50562E+11,3.91065E+11,4.32096E+11,4.6563E+11,5.24277E+11,6.56229E+11,8.31455E+11,9.48406E+11,1.03362E+12,1.16196E+12,1.26496E+12,1.50619E+12,1.767E+12,1.90677E+12,1.88315E+12,1.8267E+12,1.90868E+12,2.00818E+12,2.07753E+12,2.15521E+12,2.32005E+12,2.54585E+12,2.86757E+12,3.05882E+12,3.0333E+12,3.29767E+12,3.67391E+12,4.17206E+12,4.61049E+12,4.8706E+12,4.81195E+12,4.76611E+12,5.16627E+12,5.19713E+12,5.47293E+12,6.14968E+12,7.18825E+12,8.49229E+12,1.00096E+13,1.23488E+13,1.46527E+13,1.46786E+13,1.79384E+13,2.10354E+13,2.2313E+13,2.37255E+13,2.47484E+13,
"Macedonia, FYR",MKD,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744898,2316618543,2550195043,3381270208,4449375346,4422160018,3735312143,3571043103,3673288264,3772851420,3709637830,4018365247,4946292775,5682719260,6258600714,6861222332,8336478142,9909548411,9401731496,9407168702,10494632699,9745251126,10767448427,11323769141,
Mali,MLI,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,275494477.8,343771973.3,339913866.6,359772315.1,430096741.9,486617279.4,563683703.2,538747340.8,830710613.9,939228016.2,1049838550,1222702572,1595422954,1759691183,1538972427,1333754226,1297765326,1232932105,1392196049,1852163456,2090629984,2169040604,2181821906,2681912149,2724131545,2830673389,2818280876,2081846483,2706425298,2780422212,2697105694,2920358587,2938610578,2655438603,3017629343,3189056155,4221530566,4982269745,5486319313,6122647487,7145362999,8737660549,8964480395,9264035748,10647545940,10340795747,10942822487,12037229619,
Malta,MLT,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5990648162,6365500032,7466219569,8554293727,8099400961,8163355021,9302635890,8882509104,9642848650,,
Myanmar,MMR,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74690930782,58652241646,64330038665,
Middle East & North Africa (developing only),MNA,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89321E+11,2.96741E+11,3.38269E+11,3.92634E+11,4.03219E+11,4.09397E+11,4.3296E+11,4.48773E+11,4.64546E+11,4.50803E+11,5.08325E+11,5.82065E+11,6.86848E+11,7.98229E+11,9.91319E+11,1.22597E+12,1.18004E+12,1.35923E+12,1.5715E+12,1.70417E+12,1.65486E+12,1.55677E+12,
Montenegro,MNE,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279598.3,1159891557,1284504508,1707662613,2073255525,2257118341,2696020575,3668857104,4519731947,4141382328,4139192053,4538199889,4087725813,4464260489,4587928884,
Mongolia,MNG,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2310099100,2552401933,2725736633,2098734600,2186505475,2896178867,3020611600,3204461567,3576966800,2560785660,2379018326,1317611864,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523471602,3414055663,4234999703,5623216610,4583850368,7189482030,10409797336,12292770631,12545217934,12015944337,
Northern Mariana Islands,MNP,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3526259828,3532146141,3615064966,3237772708,3372771557,4458235939,5243440030,2353864265,2093393433,2314103710,2512109517,3263761938,2291175765,2394823062,2460670288,2521738760,3523842275,4227273069,4873242526,5302532113,5016469069,4766928747,5031510909,5597367853,6831808930,7723846195,8312078525,9366742309,11494837053,10911698208,10154238250,13131168012,14534278446,16018848991,15938468563,
Mauritania,MRT,GDP at market prices (current US$),NY.GDP.MKTP.CD,92609222.69,107726181.2,111148585.6,113797356.8,151897168.1,172767213.3,180340653.8,191221777.8,210695183.8,199643444.6,209348253.6,227051055,265009395.1,333731874.4,414772351.9,475916514.7,524407931.9,540635389.6,544424605.1,644070364.9,709041452.2,747994681.9,750214410.7,788371855.9,726937320.8,683193885,802890746.9,909820553.4,957377507.5,981529400.5,1019600771,1443688870,1464392416,1249944999,1315932645,1415296704,1442598431,1401946853,1375115534,1405662879,1293654175,1295539448,1324426607,1563074859,1833444740,2184444849,3040716679,3356757497,4031047704,3662281668,4337791531,5123097509,4845165274,5057754939,5061180371,
Mauritius,MUS,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731529168,7792052680,9641089805,8834661043,9718233911,11252386261,11445657238,11931866299,12630332837,
Malawi,MWI,GDP at market prices (current US$),NY.GDP.MKTP.CD,162960130.5,174580139.8,183120146.6,190820152.8,194740155.9,229460183.7,260400208.5,269812781.8,245160098.1,265800106.4,290520116.3,365389567.2,406084197.4,444302221.3,548618789.9,613196872.6,670309253,806265763.8,948983308.8,1058297676,1237662067,1237686961,1180094061,1223225019,1208026080,1131349992,1183671788,1183071363,1379923808,1590201656,1880784192,2203536031,1799529357,2070647127,1181801920,1397454122,2281039098,2663238983,1750585204,1775920040,1743506287,1716502070,2665158943,2424656666,2625127098,2754995877,3116790613,3647816870,4276769473,5030641493,5398615401,5627896279,4240491999,3883521175,4258033615,
Malaysia,MYS,GDP at market prices (current US$),NY.GDP.MKTP.CD,1916216984,1901843724,2001476553,2510093983,2674406487,2956337736,3143518015,3188924749,3330371627,3664552124,3864171035,4244340366,5043268360,7662996739,9496074263,9298801248,11050125953,13139398433,16358376619,21213671797,24488034455,25004556696,26804400616,30346788049,33943505215,31200160592,27734563526,32181696599,35271881263,38848566521,44024177915,49142784405,59167157498,66894448545,74477975918,88704944179,1.00855E+11,1.00005E+11,72167753771,79148947368,93789736842,92783947368,1.00845E+11,1.10202E+11,1.2475E+11,1.43534E+11,1.62691E+11,1.93548E+11,2.30814E+11,2.02258E+11,2.55017E+11,2.97952E+11,3.14443E+11,3.23343E+11,3.38104E+11,
North America,NAC,GDP at market prices (current US$),NY.GDP.MKTP.CD,5.84478E+11,6.04157E+11,6.47173E+11,6.83354E+11,7.34791E+11,7.97724E+11,8.75493E+11,9.26624E+11,1.01341E+12,1.09795E+12,1.16383E+12,1.2671E+12,1.3956E+12,1.55994E+12,1.7093E+12,1.86284E+12,2.08423E+12,2.29769E+12,2.57535E+12,2.87536E+12,3.13656E+12,3.51744E+12,3.65923E+12,3.97935E+12,4.39557E+12,4.71073E+12,4.96698E+12,5.30053E+12,5.76006E+12,6.22283E+12,6.5732E+12,6.78394E+12,7.13113E+12,7.45537E+12,7.88662E+12,8.26811E+12,8.72985E+12,9.26245E+12,9.72373E+12,1.03383E+13,1.10277E+13,1.13582E+13,1.1734E+13,1.24026E+13,1.32978E+13,1.42627E+13,1.51721E+13,1.59414E+13,1.62673E+13,1.57954E+13,1.65841E+13,1.73123E+13,1.80014E+13,1.86126E+13,1.92101E+13,
Namibia,NAM,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2434779478,2259233333,2128058580,2308102954,1960596973,1615794946,1816728871,2310417135,2506590439,2547362838,2804357081,3012742078,3448326858,3218475900,3636645995,3942478206,3945340776,4102648720,3826527631,3818954448,3908661518,3546783708,3361251198,4931312147,6606858786,7261333795,7978734402,8740865600,8486721917,8876191121,11282192605,12409629836,13016447844,12754875755,12995241138,
New Caledonia,NCL,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,,
Niger,NER,GDP at market prices (current US$),NY.GDP.MKTP.CD,449526872.6,485785231.7,531736599.9,586294879.5,582816396.2,673383510.2,702296079.9,665586872.8,641214226.8,625867984.4,649916621.2,693573704.4,742779659.5,946385105,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986216,2344987614,1606581744,1563207225,1880803362,1987770899,1845599608,2076737357,2018193703,1798374468,1945327565,2170481509,2731416346,3052898739,3405134832,3646728060,4291363391,5403363917,5397121856,5718589799,6409169890,6942209595,7683045043,8168695870,
Nigeria,NGA,GDP at market prices (current US$),NY.GDP.MKTP.CD,4196174329,4467287710,4909398975,5165590042,5552931091,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788123,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921681,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996029,44138014092,59116868251,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.60954E+11,5.14965E+11,5.68508E+11,
Nicaragua,NIC,GDP at market prices (current US$),NY.GDP.MKTP.CD,227223322.1,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.7,692859984.6,750000002.9,778569938.8,828569953.5,878570045.5,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013184756,1009455476,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389965591,4635267225,4855717875,5107329007,5323146566,5224213018,5322454926,5795568205,6321335612,6786294616,7458103363,8491388728,8380731876,8741313143,9755619761,10460339389,10850733052,11805641287,
Netherlands,NLD,GDP at market prices (current US$),NY.GDP.MKTP.CD,12276734172,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,37677621538,44010160464,54008338918,70924006306,86129928027,98970041042,1.07775E+11,1.25396E+11,1.5387E+11,1.77376E+11,1.92661E+11,1.62039E+11,1.56457E+11,1.51487E+11,1.42076E+11,1.4201E+11,1.98298E+11,2.41919E+11,2.58568E+11,2.5504E+11,3.14268E+11,3.2332E+11,3.5833E+11,3.49038E+11,3.74291E+11,4.46529E+11,4.45705E+11,4.12199E+11,4.32476E+11,4.41975E+11,4.12807E+11,4.26574E+11,4.65369E+11,5.71863E+11,6.50533E+11,6.78534E+11,7.26649E+11,8.3942E+11,9.36228E+11,8.57933E+11,8.3644E+11,8.93702E+11,8.28947E+11,8.64169E+11,8.79319E+11,
High income: nonOECD,NOC,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,4.05232E+11,4.73238E+11,5.46062E+11,5.92886E+11,7.66258E+11,9.94149E+11,1.08435E+12,1.03337E+12,1.0186E+12,9.41502E+11,9.41571E+11,9.68687E+11,1.04298E+12,1.17546E+12,1.16824E+12,1.31815E+12,1.43098E+12,1.5063E+12,1.53151E+12,1.5778E+12,1.67758E+12,1.75752E+12,1.86642E+12,1.6779E+12,1.65119E+12,1.85021E+12,1.84863E+12,1.71897E+12,1.92269E+12,2.3534E+12,2.83326E+12,3.35816E+12,4.02886E+12,4.90073E+12,4.13433E+12,4.9072E+12,5.76602E+12,6.17596E+12,6.37036E+12,6.12097E+12,
Norway,NOR,GDP at market prices (current US$),NY.GDP.MKTP.CD,5163271598,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12814123115,14583114840,17358610850,22534253703,27145693810,32877805200,35942270686,41508030431,46523091010,53132244624,64439382896,63596654761,62647195538,61627240831,62057955033,65416879914,78693253276,94230055659,1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.52027E+11,1.63518E+11,1.61354E+11,1.54165E+11,1.62286E+11,1.71316E+11,1.74003E+11,1.95418E+11,2.28752E+11,2.64357E+11,3.08722E+11,3.45425E+11,4.00884E+11,4.61947E+11,3.86384E+11,4.28525E+11,4.98157E+11,5.09705E+11,5.22349E+11,4.99817E+11,
Nepal,NPL,GDP at market prices (current US$),NY.GDP.MKTP.CD,508334416.8,531959564.6,574091104.4,496948970.4,496098775.3,735267086.3,906811948.8,841974030.1,772230299.8,788641965.4,865975308.6,882765471.6,1024098805,972103599.7,1217953571,1575789285,1452789371,1382400000,1604162508,1851250008,1945916583,2275583317,2395425210,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12854985464,16002656434,18913574371,18851513891,19271168018,19769642123,
New Zealand,NZL,GDP at market prices (current US$),NY.GDP.MKTP.CD,5485854792,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,,7911234853,9567206368,12802539446,13941474628,12861897222,13604605904,15446884072,18530952446,20730805870,23244761726,24417351511,24164573416,24309117311,21665794825,24679947724,30604769011,40376351903,45176536361,43920193525,45495167573,42745381443,41649908337,46775537913,55314476525,63918404822,70141103302,66075101935,56227301279,58762345633,52623101831,53872573916,66711700380,88361029620,1.04072E+11,1.15061E+11,1.11437E+11,1.36776E+11,1.31935E+11,1.20467E+11,1.45288E+11,1.6614E+11,1.74142E+11,1.87937E+11,1.9997E+11,
High income: OECD,OEC,GDP at market prices (current US$),NY.GDP.MKTP.CD,1.044E+12,1.10434E+12,1.19207E+12,1.28277E+12,1.40028E+12,1.52067E+12,1.66802E+12,1.78866E+12,1.93713E+12,2.12537E+12,2.33392E+12,2.58737E+12,3.00025E+12,3.62192E+12,4.04239E+12,4.51817E+12,4.90111E+12,5.54324E+12,6.65606E+12,7.65891E+12,8.4859E+12,8.58439E+12,8.53427E+12,8.85256E+12,9.24172E+12,9.74482E+12,1.19098E+13,1.37938E+13,1.55439E+13,1.62427E+13,1.82639E+13,1.92895E+13,2.07147E+13,2.08616E+13,2.23438E+13,2.46891E+13,2.48314E+13,2.43794E+13,2.45082E+13,2.57353E+13,2.61614E+13,2.59538E+13,2.7083E+13,3.04279E+13,3.38372E+13,3.56289E+13,3.75042E+13,4.0965E+13,4.3304E+13,4.07353E+13,4.25064E+13,4.5603E+13,4.54609E+13,4.59479E+13,4.6741E+13,
OECD members,OED,GDP at market prices (current US$),NY.GDP.MKTP.CD,1.07136E+12,1.12611E+12,1.21579E+12,1.30976E+12,1.43137E+12,1.55425E+12,1.70644E+12,1.83095E+12,1.98419E+12,2.17763E+12,2.38628E+12,2.64245E+12,3.06545E+12,3.70246E+12,4.14986E+12,4.65098E+12,5.04152E+12,5.68344E+12,6.82333E+12,7.88312E+12,8.74969E+12,8.90667E+12,8.77295E+12,9.06319E+12,9.47758E+12,9.99681E+12,1.21144E+13,1.40204E+13,1.58171E+13,1.65725E+13,1.86773E+13,1.97541E+13,2.12369E+13,2.1546E+13,2.3002E+13,2.52024E+13,2.54102E+13,2.50498E+13,2.52795E+13,2.65645E+13,2.71117E+13,2.68745E+13,2.80571E+13,3.14441E+13,3.49997E+13,3.69782E+13,3.90004E+13,4.26553E+13,4.51356E+13,4.22432E+13,4.42875E+13,4.75471E+13,4.74343E+13,4.80299E+13,4.88341E+13,
Oman,OMN,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,63279972.09,67759970.11,107151836.8,188879842.4,239999799.7,256319786.1,301014924.5,366883549.3,483066990.4,1645917750,2096699155,2560219993,2741169904,2740301345,3733352574,5981760181,7259120033,7554719334,7932541563,8821443265,10005645456,7324167394,7811183158,8386215932,9372171727,11685045608,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,14085373212,15710148244,19507412224,19452015605,20142782835,21633810143,24763589077,31081924577,37215864759,42085305592,60905331599,48388296489,58641352406,67937581274,76341482445,78182574772,81796618986,
Other small states,OSS,GDP at market prices (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,11814570595,11249010705,10563298392,10771812362,10470080008,9678396997,10988424297,12991638574,15150730051,16205838073,20457957273,20995734012,22708367742,21566844900,22220296503,25105690846,26512736710,26718466556,25128465806,26590837271,28239527268,28210933043,28972897450,37203120778,46229222997,54109001817,58724821116,68007123622,80136053506,69638376902,81827449699,99177241479,98381559591,99004463562,1.00485E+11,
Pakistan,PAK,GDP at market prices (current US$),NY.GDP.MKTP.CD,3707055836,4054599110,4233095515,4540529025,5130407637,5884711992,6466610638,7403821772,8090088413,8632927105,10027088673,10602058003,9309109507,6324884157,8773030762,11340000679,13338485494,15126060229,17820101313,19707980062,23689697680,28100606598,30725972231,28691890864,31151825047,31144920868,31899072714,33351526336,38472741069,40171021121,40010425585,45451960732,48635176853,51478304860,51894781282,60636022423,63320122807,62433300338,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.68153E+11,1.77407E+11,2.13755E+11,2.24646E+11,2.31087E+11,2.43632E+11,
Panama,PAN,GDP at market prices (current US$),NY.GDP.MKTP.CD,415800032,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,46212600000,
Peru,PER,GDP at market prices (current US$),NY.GDP.MKTP.CD,2503708501,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,17655611231,21074067087,21216509116,16885668786,17132968269,16110000407,14840000375,20153333842,15029999286,21902935996,25710059622,33752717959,35180917546,34225818611,43691936851,51990003413,53975714094,56833961486,54534476412,49332889437,50980861887,51592365725,54436633340,59030590739,66695121800,74947898080,87862091339,1.02171E+11,1.21572E+11,1.21192E+11,1.48522E+11,1.70564E+11,1.9268E+11,2.01848E+11,2.02596E+11,
