Vendor Name , Budget Fiscal Year , Date , Vendor HQ State , Vendor HQ City , Government Area , Department Name , Department , Account , Account Name , Funding Type , Fund Name , Fund , Object Class , Object Code Name , Object Code , Statewide Contract Number , Amount Spent
DS WATERS OF AMERICA INC,2010,2009-10-19,GA,ATLANTA,Energy & Environmental Affairs,State Reclamation Board,SRB,25200300,CAPE COD MOSQUITO CONTROL-ASSESSMENTS,Trusts,Mosquito and Greenhead Fly Control Fund,0113,EE,Bottled Water,E15,GRO18,13.99
"JEWISH FAM SRVCS OF WESTERN MASS, GREATER SPRINGFIELD INC",2010,2009-09-08,MA,SPRINGFIELD,Health and Human Services,Office for Refugees and Immigrants,ORI,40030806,"REFUGEE CASH, MEDICAL AND ADMINISTRATION",Federal Grants,Federal Grants Fund,0100,MM,Purchased Human & Social Services For Clients/Non Medical,M03,FY09-ORI-05,6459.34
DEBORAH B GORDON,2010,2009-07-31,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,271.47
ANTONIO BUZZANGA,2010,2009-08-21,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,27.83
CITY OF GLOUCESTER,2010,2009-08-31,MA,GLOUCESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2644
DESJARDINS MANAGEMENT INC.,2010,2009-10-05,MA,LAWRENCE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,58805
CARITAS NORWOOD HOSP INC,2010,2009-10-05,MA,NORWOOD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,55258.48
JAMES J SAMIA,2010,2009-10-09,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,352
WINCHESTER EMERGENCY MEDICAL ASSOC,2010,2009-11-20,MA,WINCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,1115.12
ANNA PETROPOULOS WEISSLEDER,2010,2009-12-04,MA,DANVERS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,73.71
"TOWARD INDEPENDENT LIVING &, LEARNING INC",2010,2009-12-15,MA,DEDHAM,Health and Human Services,Department of Developmental Services,DMR,59202000,RESIDENTIAL AND DAY COMPONENT,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,6RES26801199,531978.3
DATAMANUSA LLC,2010,2009-09-25,CO,DENVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001700,Health and Human Services Information Technology Costs,Budgetary,General Fund,0010,UU,Information Technology (IT) Professionals,U05,ITS33-STAFFAUGC,2460
DS WATERS OF AMERICA INC,2010,2009-09-22,GA,ATLANTA,Health and Human Services,Department of Veterans' Services,VET,14100630,VETERANS CEMETERIES AGAWAM/WINCHENDON,Budgetary,General Fund,0010,EE,Bottled Water,E15,GRO18,17.9
"UNITED PARCEL SERVICE, INC.",2010,2009-10-06,GA,ATLANTA,Education,Department of Higher Education,RGT,70660000,HIGHER EDUCATION COORDINATING COUNCIL,Budgetary,General Fund,0010,JJ,Auxiliary Services,JJ2,OFF11,179.04
VERIZON NEW ENGLAND INC,2010,2009-11-06,NY,NEW YORK,Health and Human Services,Department of Developmental Services,DMR,59202010,FOR STATE OPERATED COMMUNITY BASED,Budgetary,General Fund,0010,EE,"Subscriptions, Memberships & Licensing Fees",E12,,189.19
259 NORTH STREET LIMITED,2010,2009-11-03,MA,HYANNIS,Health and Human Services,Department of Transitional Assistance,WEL,44001000,DEPARTMENT OF PUBLIC WELFARE,Budgetary,General Fund,0010,GG,Space Rental,G01,SPACE LEASE,13034
LEAH R KUNKEL,2010,2009-09-23,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,1462.5
PITTSFIELD VISION ASSOC PC,2010,2009-07-17,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,128.67
THOMAS M ANZALDI,2010,2009-07-17,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,617.11
GREENFIELD RADIOLOGY ASSOC PC,2010,2009-07-10,MA,GREENFIELD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,342.82
T. & C. FLYNN'S PHARMACY INC.,2010,2009-08-10,MA,PITTSFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2655.98
WILLIAM M STENSONMD PC,2010,2009-07-31,MA,BROCKTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,73.71
METROPOLITAN ANESTHESIA LLC,2010,2009-07-27,MA,MELROSE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,40.74
MALDEN FAMILY DENTAL PC,2010,2009-08-28,MA,MALDEN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000870,MassHealth - Basic Expansion,Budgetary,General Fund,0010,RR,Medicaid,R10,,667
EASTON HLTH   GROUP LLC,2010,2009-11-09,MA,NORTH EASTON,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,9402.3
DAVID CHERNOCK,2010,2009-11-06,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,40.3
ASSOC PHYS OF HMFP OF BIDM,2010,2009-11-06,MA,AYER,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,702.49
"HEALTHFIRST FAMILY CARE, CENTER INC",2010,2009-11-02,MA,FALL RIVER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,128.1
ALAN E COOPER,2010,2009-10-30,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,140
"SHAUGNESSY-KAPLAN REHAB HOSPITAL INC, REHABILITAION HOSPITAL INC",2010,2009-11-16,MA,SALEM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,689.72
MEHDI RAHMATPOUR,2010,2009-12-04,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,12502
HENDERSON EYE CENTER LLC,2010,2009-11-27,MA,SPRINGFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40001400,MASSHEALTH HIV EXPANSION,Budgetary,General Fund,0010,RR,Medicaid,R10,,147.94
LATA MUNDKUR,2010,2009-12-04,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,48.67
NEW ENGLAND INPATIENT SPEC,2010,2009-12-24,MA,SOUTH EASTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,820.49
RICHARD BARNUM,2010,2009-12-10,,,Judiciary,Committee for Public Counsel Service,CPC,03211520,INDIGENT PERSONS' FEES AND COURT COSTS,Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,12400
TOWN OF SHARON,2010,2009-09-16,MA,SHARON,Education,Elementary and Secondary Education,DOE,70389004,MASS. PLAN FOR COMMUNITY SERVICES,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,GRANT APPL,4000
BAY STATE GAS COMPANY,2010,2009-10-21,MA,WESTBOROUGH,Public Safety and Security,Department of Police,POL,81000000,CONSOLIDATED DEPT OF STATE POLICE,Budgetary,Highway Fund,0101,GG,Natural Gas,G11,,69.83
PEOPLESERVE PRS INC,2010,2009-09-09,MA,CHESTNUT HILL,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Temporary Help Services,J46,ITS33-STAFFAUGC,1312.5
BANK OF AMERICA NA,2010,2009-07-10,VA,RICHMOND,Independents,State Lottery Commission,LOT,06407001,"BALANCE, JULY 1",Trusts,State Lottery Fund,0130,TT,Initial Payment of Prizes to Awardees,T05,,3679599
SCOTT G HAMLEN,2010,2009-09-22,,,Energy & Environmental Affairs,Department of Fish and Game,FWE,23309738,Red Tide Economic Relief,Federal Grants,Federal Grants Fund,0100,PP,Grants To Non-Public Entities,PP1,DISASTER RELIEF,606.3
"SR RES CARE MIDDLEBORO INC, MIDDLEBORO INC",2010,2009-07-27,MA,NEEDHAM,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,502794.71
"ALEXANDERS PHARMACY, GEORGE KONTOS",2010,2009-08-10,MA,DRACUT,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,49.63
"BRIGHAM AND WOMENS PHYSICIAN, ORGANIZATION INC",2010,2009-09-08,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,205.9
SURESH K NAIDU DDS PC,2010,2009-08-28,MA,ROXBURY,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,1485
FREDRICK J WAGNER,2010,2009-10-02,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,658.99
ERIC J RUBY,2010,2009-10-02,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,579.91
HALLMARK IMAGING ASSOC,2010,2009-09-25,MA,WINCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,6.78
OLGA L DE LA CALLE,2010,2009-09-28,MA,DORCHESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,139.52
SERIO BROTHERS INC,2010,2009-11-20,MA,WESTMINSTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,250.61
SULLIVANS PHARMACY INC,2010,2009-12-07,MA,ROSLINDALE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,14013.96
RONALD S MILLER,2010,2009-11-27,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,426
RONALD J MESSER,2010,2009-12-14,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,8.57
TOWN OF CARVER,2010,2009-10-05,MA,CARVER,Education,Elementary and Secondary Education,DOE,70607001,Special Education Grants for States-ARRA,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,GRANT APPL,21314
VERIZON NETWORK INTEGRATION CO,2010,2009-10-19,PA,FRAZER,Health and Human Services,Department of Public Health,DPH,45139007,NUTRITIONAL STATUS OF WOMEN AND INFANTS,Federal Grants,Federal Grants Fund,0100,UU,Telecommunications Services - Voice,U02,ITT09,345.39
WILLIAM W PRIDE,2010,2009-11-04,,,Administration and Finance,Department of Revenue,DOR,12010162,Impact on Child Support Incentives (Fed Match) - ARRA,Trusts,Child Support Enforcement Fund,0142,JJ,"Sheriffs, Constables & Process Servers",J41,,21.94
VERIZON NEW ENGLAND INC,2010,2009-10-28,NY,NEW YORK,Education,Early Ed and Care,EEC,70091700,Education Information Technology Costs,Budgetary,General Fund,0010,UU,Telecommunications Services - Voice,U02,ITT09,682.6
NEW ENGLAND COMM. SERVICES INC.,2010,2009-12-10,MA,BOSTON,Health and Human Services,Department of Children and Families,DSS,48000038,SERVICES FOR CHILDREN & FAMILIES,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,,28579.87
TEWKSBURY MEDICAL GROUP PC,2010,2009-07-20,MA,TEWKSBURY,Health and Human Services,Exec Office of Health & Human Services,EHS,40001405,MassHealth - Essential Plan,Budgetary,General Fund,0010,RR,Medicaid,R10,,843.41
HEALTHDRIVE PODIATRY GROUP,2010,2009-08-03,MA,NEWTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,517.79
"MOUNT AUBURN HOSPITAL, DIRECTOR PAT.FIN.SVCS",2010,2009-08-17,MA,CAMBRIDGE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,38807.89
"WILBRAHAM MEDICAL INVESTORS LP, PATRICIA CLARK",2010,2009-09-08,TN,CLEVELAND,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,28049.49
PELHAM COMMUNITY PHARMACY,2010,2009-09-08,MA,BRIGHTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,142.81
"GF MASS, DBA QUABOAG NURSING HOME",2010,2009-08-31,MA,WEST BROOKFIELD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,78247.31
CLASS INC,2010,2009-08-31,MA,LAWRENCE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,85988.71
JEROME M AZIADDS PC,2010,2009-09-21,MA,SOUTHWICK,Health and Human Services,Exec Office of Health & Human Services,EHS,40000880,MassHealth - Family Assistance,Budgetary,General Fund,0010,RR,Medicaid,R10,,335
JOHN DIUNE,2010,2009-09-11,NH,NASHUA,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,574
METROWEST IMAGING CTR LLC,2010,2009-09-11,MA,ANDOVER,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,621.82
"PIONEER SPINE SPORTS PHYS, PHYSICIANS P C",2010,2009-12-21,MA,WEST SPRINGFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,3631.76
SEVEN HILLS COMM SVS INC,2010,2009-09-03,MA,WORCESTER,Health and Human Services,Department of Developmental Services,DMR,59202000,RESIDENTIAL AND DAY COMPONENT,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,2-00-1,17201.9
"ENVIRONMENTAL ENTERPRISES &, ASSOCIATES INC",2010,2009-12-04,MA,HINGHAM,Health and Human Services,Department of Public Health,DPH,45900915,HOSPITAL OPERATIONS,Budgetary,General Fund,0010,NN,Hazardous Waste Removal Services,N72,FAC320000000000,3334.5
"TOWN OF LENOX, TREASURER",2010,2009-12-31,MA,LENOX,Administration and Finance,Department of Revenue,DOR,12019095,SCHOOL CHOICE PAYMENTS,Trusts,Agency Fund,0600,PP,Cherry Sheet Distributions,P04,,329925
IOS CAPITAL,2010,2009-09-30,GA,MACON,Health and Human Services,Department of Mental Health,DMH,50950015,STATE PSYCHIATRIC HOSPITALS AND,Budgetary,General Fund,0010,LL,Printing/Photocopy & Micrographics Equip Rent/Lease,L26,OFF16,1112.26
DS WATERS OF AMERICA INC,2010,2009-10-27,GA,ATLANTA,Energy & Environmental Affairs,Department of Fish and Game,FWE,23300100,DIV.OF MARINE FISHERIES-ADMINISTRATION,Budgetary,General Fund,0010,EE,Bottled Water,E15,GRO18,94.5
CAPEABILITIES,2010,2009-07-13,MA,HYANNIS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,22299.12
DUVALS PHARMACY INC,2010,2009-07-20,MA,WHITMAN,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,34.16
"FAULKNER HOSPITAL INC, PAUL CARROLL",2010,2009-09-21,MA,JAMAICA PLAIN,Health and Human Services,Exec Office of Health & Human Services,EHS,44052000,DIRECT OLD AGE ASSISTANCE,Budgetary,General Fund,0010,RR,Medicaid,R10,,263.88
BYRAM HEALTHCARE CENTERS INC,2010,2009-10-13,NY,WHITE PLAINS,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,140
"MENTAL HEALTH &   RETARDATION, CENTER OF CAMBRIDGE",2010,2009-10-09,MA,CAMBRIDGE,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,40
"LAHEY CLINIC, INC.",2010,2009-10-26,MA,BURLINGTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000875,CERVICAL/BREAST CANCER BENEFITS,Budgetary,General Fund,0010,RR,Medicaid,R10,,311.23
THOMAS F CAHILL,2010,2009-10-16,MA,WEST BROOKFIELD,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,982
"BOSTON PLASTIC & ORAL SURGERY, FOUNDATION INC",2010,2009-11-30,MA,BOSTON,Health and Human Services,Exec Office of Health & Human Services,EHS,40000320,PRIOR YEAR COLLECTIONS FROM LIENS/ESTATE,Budgetary,General Fund,0010,RR,Medicaid,R10,,187.44
JEROME M AZIADDS PC,2010,2009-12-28,MA,SOUTHWICK,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,69
WILLIAM J CONNORS,2010,2009-12-24,MA,SANDWICH,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,2001
RICK RAMSTROMS SERVICE INC,2010,2009-10-22,MA,WORCESTER,Transportation,Highway Dept,DPW,60330717,Non-Federally Assisted Construction & Advertisement costs,Capital,Highway Capital Projects Fund,0210,LL,Heavy Equipment Maintenance/Repair,L51,MASTERAGREEMENT,250.13
HOME HEALTH VNA INC,2010,2009-09-03,MA,LAWRENCE,Health and Human Services,Department of Public Health,DPH,45120103,ACQUIRED IMMUNE DEFICIENCY PROGRAM,Budgetary,General Fund,0010,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,600114,12492.88
"LOWELL COMMUNITY HEALTH CENTER, COMMUNITY HEALTH INITIATIVE",2010,2009-12-07,MA,LOWELL,Health and Human Services,Department of Public Health,DPH,45139027,MASS CARE: COMMUNITY AIDS RESOURCE,Federal Grants,Federal Grants Fund,0100,MM,Purch.H&Ss For Clit.Med/Hc Rel,MM3,802213,4201.6
"WEST END HOUSE INC, WEST END HOUSE BOYS & GIRLCLB",2010,2009-10-07,MA,ALLSTON,Education,Elementary and Secondary Education,DOE,70619611,After-School and Out-of-School Grants,Budgetary,General Fund,0010,PP,Grants To Non-Public Entities,PP1,GRANT APPL,4452
"CITY OF REVERE, TREASURER",2010,2009-12-01,MA,REVERE,Education,Elementary and Secondary Education,DOE,70432003,TITLE IIB MATH & SCIENCE PARTNERSHIPS,Federal Grants,Federal Grants Fund,0100,PP,Grants To Public Entities,P01,,9916.49
Vendor Not Available,2010,2009-07-24,,,Education,University of Massachusetts,UMS,71000200,OPERATION OF THE STATE UNIVERSITY,Budgetary,General Fund,0010,BB,Overtime Meals,B03,,66
"COLONIAL GAS COMPANY, KEYSPAN ENERGY DELIVERY",2010,2009-09-16,MA,BOSTON,Energy & Environmental Affairs,Department of Environmental Protection,EQE,22006433,CHARLES GEORGE TYNGSBOROUGH RESPONSE,Trusts,Expendable Trust Fund - External,0300,GG,Natural Gas,G11,,7.6
TOWN OF NORTHBOROUGH,2010,2009-12-16,MA,NORTHBOROUGH,Independents,Massachusetts Cultural Council,ART,06400300,MASSACHUSETTS CULTURAL COUNCIL,Budgetary,General Fund,0010,PP,Grants To Public Entities,P01,,4000
HALL PUMP SALES & SERVICE CORP,2010,2009-11-24,MA,WILMINGTON,Health and Human Services,Department of Mental Health,DMH,50950015,STATE PSYCHIATRIC HOSPITALS AND,Budgetary,General Fund,0010,NN,Non-Major Facility Infrastructure Maintenance and Repair,N50,FAC29H-J,940.5
PDL INDUSTRIAL PRODUCTS INC,2010,2009-08-27,NH,NASHUA,Public Safety and Security,Department of Correction,DOC,89000001,ADMINISTRATION AND OPERATION OF THE,Budgetary,General Fund,0010,NN,Facility Infrastructure Maintenance & Repair Tools & Supplie,N52,05-SFU-MOTORS,777.8
ROBERT E MARTIN,2010,2009-08-26,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,2164.1
MARGARET L TOMASKO,2010,2009-07-10,,,Health and Human Services,Exec Office of Health & Human Services,EHS,40000430,COMMONHEALTH SUPPLEMENTAL CARE FOR,Budgetary,General Fund,0010,RR,Medicaid,R10,,179.95
"AMJAD BAHNASSI, NEWTON ST HEALTH CARE",2010,2009-07-24,,,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,12.46
"ANESTHESIA ASSC OF MASS,PC, MASSACHUSETTS PC",2010,2009-07-27,MA,WESTWOOD,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,3093.59
MULRENAN PHYSICAL THERAPY LLC,2010,2009-08-17,MA,WOBURN,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,169.52
CHADWICK AMBULATORY CARE PC,2010,2009-08-28,MA,WORCESTER,Health and Human Services,Exec Office of Health & Human Services,EHS,40000700,INDEMNITY/THIRD PARTY LIABILITY PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,25.7
AMITY MEDICAL ASSOCIATES,2010,2009-10-16,MA,AMHERST,Health and Human Services,Department of Elder Affairs,ELD,40000600,MassHealth - Senior Care Plans,Budgetary,General Fund,0010,RR,Medicaid,R10,,18.98
MARGOLIS PHARMACY INC,2010,2009-12-07,MA,CHELSEA,Health and Human Services,Exec Office of Health & Human Services,EHS,40000500,MANAGED CARE PLAN,Budgetary,General Fund,0010,RR,Medicaid,R10,,15771.16
"CITY OF SPRINGFIELD, TREASURER",2010,2009-12-22,MA,SPRINGFIELD,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,250
FENWAY COMMUNITY HEALTH CENTER,2010,2009-12-03,MA,BOSTON,Health and Human Services,Mass Rehabilitation Commission,MRC,41200511,VOCATIONAL REHABILITATION-DETERMINATION,Federal Grants,Federal Grants Fund,0100,JJ,Legal Support Services,JJ1,RFR99-8990004,60
SARAH GUNNER BOUDREAU,2010,2009-11-24,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,3401.6
ROBERT EDWARD KENNEY JR,2010,2009-12-08,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,2762.5
"BERKSHIRE CHILDREN & FAMILIES INC, CHILDREN INC",2010,2009-09-09,MA,PITTSFIELD,Health and Human Services,Department of Children and Families,DSS,48000030,DSS Regional Administration,Budgetary,General Fund,0010,MM,Purchased Human & Social Services For Clients/Non Medical,M03,DSS-FNL-REBID,31834.26
GZA GEOENVIRONMENTAL INC,2010,2009-09-14,MA,NORWOOD,Administration and Finance,Capital Asset Management and Maintenance,DCP,11022008,State Facility Improvements,Capital,General Capital Projects Fund,0200,NN,Hazardous Waste Removal Services,N14,,29472.29
FOSTER FARRAR COMPANY,2010,2009-11-27,MA,NORTHAMPTON,Judiciary,Trial Court,TRC,03300300,ADMINISTRATIVE STAFF,Budgetary,General Fund,0010,NN,Facility Infrastructure Maintenance & Repair Tools & Supplie,N52,,77.74
W W GRAINGER INC,2010,2009-08-28,IL,LAKE FOREST,Health and Human Services,Department of Mental Health,DMH,56522689,"FULLER MENTAL HEALTH CENTER C.118, 1978",Trusts,Expendable Trust Fund - External,0300,NN,Facility Infrastructure Maintenance & Repair Tools & Supplie,N52,FAC28,177.06
FIA CARD SERVICES N A,2010,2009-12-10,NC,CHARLOTTE,Transportation,Department of Transportation,DOT,61210717,NON-FEDERALLY ASSISTED CONSTRUCTION & ADVERTISEMENT COSTS,Capital,Highway Capital Projects Fund,0210,EE,Credit Card Purchases,E30,,372.3
"KINNEY SYSTEM INC, CENTRALPARKING OF MA",2010,2009-12-30,MA,BOSTON,Housing and Economic Development,Dept of Telecommunications and Cable,TAC,70060071,Telecommunications and Cable,Budgetary,General Fund,0010,GG,Space Rental,G01,2007-SCA-001,750
JAMES L FREDERICK,2010,2009-08-07,,,Judiciary,Committee for Public Counsel Service,CPC,03211510,"COMPENSATION OF PRIVATE COUNSEL,",Budgetary,General Fund,0010,RR,Public Counsel,R24,LEGISLATIVEXMPT,765
